agency_name,position,name,appointment_date,expiry_date,appointment_method
Teacher Advisory Council,Member,"Tirschmann, Bailee",Apr 15 2026,Jun 30 2027,Ministerial Order
Teacher Advisory Council,Member,"Weber, Marnie",Apr 15 2026,Jun 30 2027,Ministerial Order
Teachers' Pension Plans Board of Trustees (operating as Alberta Teachers' Retirement Fund Board),Employee Nominee ATA,"Francis, Greg",Oct 21 2024,Oct 20 2028,Order in Council
Teachers' Pension Plans Board of Trustees (operating as Alberta Teachers' Retirement Fund Board),Employee Nominee ATA,"Rybotycki, Myra",Feb 19 2025,Feb 18 2029,Order in Council
Teachers' Pension Plans Board of Trustees (operating as Alberta Teachers' Retirement Fund Board),Employee Nominee ATA,"Langdale, Brad",Feb 09 2023,Dec 31 2026,Order in Council
Teachers' Pension Plans Board of Trustees (operating as Alberta Teachers' Retirement Fund Board),Employer Nominee GOA,"Holowinsky, Maria",May 07 2023,May 06 2027,Order in Council
Teachers' Pension Plans Board of Trustees (operating as Alberta Teachers' Retirement Fund Board),Employer Nominee GOA,"Haggis, Paul",Feb 09 2023,Dec 31 2026,Order in Council
Teachers' Pension Plans Board of Trustees (operating as Alberta Teachers' Retirement Fund Board),Employee Nominee ATA,"Matos, Alexandria",Oct 06 2025,Oct 05 2029,Order in Council
Teachers' Pension Plans Board of Trustees (operating as Alberta Teachers' Retirement Fund Board),Employer Nominee GOA,"Ufodike, Chioma",Mar 14 2023,Mar 13 2027,Order in Council
Teachers' Pension Plans Board of Trustees (operating as Alberta Teachers' Retirement Fund Board),Member,"Wiles, Timothy",Mar 25 2023,Mar 24 2027,Order in Council
The Board of Governors of Lethbridge Polytechnic,Chair & Member,"Moch, Janene",Jun 30 2025,Apr 23 2027,Order in Council
The Board of Governors of Lethbridge Polytechnic,Member,"Petracek-Kolb, Jennifer",Jun 20 2024,Jun 19 2027,Order in Council
The Board of Governors of Lethbridge Polytechnic,Member,"Day Chief, Joshua",Feb 26 2025,Feb 25 2028,Order in Council
The Board of Governors of Lethbridge Polytechnic,Member,"Bradley, Janet",Sep 10 2025,Sep 09 2028,Order in Council
The Board of Governors of Lethbridge Polytechnic,Member,"Jackson, Dave",Sep 10 2025,Sep 09 2028,Order in Council
The Board of Governors of Lethbridge Polytechnic,Member,"Scholz, Preston",Jun 20 2024,Jun 19 2027,Order in Council
The Board of Governors of Lethbridge Polytechnic,Member,"Kolk, John",Mar 25 2026,Mar 24 2029,Order in Council
The Board of Governors of Lethbridge Polytechnic,Member,"Kwasney, Tyson",Oct 22 2025,Oct 21 2028,Order in Council
The Board of Governors of Lethbridge Polytechnic,Member,"Pooley, Catherine",Mar 25 2026,Mar 24 2029,Order in Council
The Board of Governors of Lethbridge Polytechnic,Academic Staff Rep,"Fantazir, Kirsten",Oct 23 2025,Oct 22 2027,Ministerial Order
The Board of Governors of Lethbridge Polytechnic,Academic Staff Rep,"Turay, Ibrahim",Nov 08 2024,Jun 30 2026,Ministerial Order
The Board of Governors of Lethbridge Polytechnic,Non-Academic Rep,"Skiba, Carol",Jan 17 2025,Jan 16 2028,Ministerial Order
The Board of Governors of Lethbridge Polytechnic,Student Member Rep,"Iheji, Chika Eliezer",Jun 16 2025,Jun 15 2026,Ministerial Order
The Board of Governors of Lethbridge Polytechnic,Student Member Rep,"Ezeh, Divine Chinedu",Jun 16 2025,Jun 15 2026,Ministerial Order
Travel Alberta,Chair & Member,"Southern-Heathcott, Linda",Dec 04 2024,Dec 03 2027,Order in Council
Travel Alberta,Vice-Chair & Member,"Yeates, Neil",May 14 2025,May 13 2026,Order in Council
Travel Alberta,Member,"Marios, Juanita",Sep 25 2024,Sep 24 2027,Order in Council
Travel Alberta,Member,"Reid, Roger",May 14 2025,May 13 2027,Order in Council
Travel Alberta,Member,"Robb, M. Ryan",Dec 04 2024,Dec 03 2027,Order in Council
Travel Alberta,Member,"Stepanik-Keber, Gail",Dec 04 2024,Dec 03 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Adu, Kwaku",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Buick, Glen",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Paniak, Vince",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Rocchio, Barbara",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Bennett, Matthew",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Durnie, Darwin",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Engen, Terry",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Flint, Shelly",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Gingrich, Sarah",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Guard, Lyle",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"James, Andrea",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Wilson, Don",Dec 17 2025,Dec 16 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Axelsen, Leanne",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Boyer, Barbara",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Colenutt, Avril",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Coombs, Geoffrey",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Gust, Deborah",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Hilsenteger, Kathryn",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Huculak, Brett",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Ladhani, Naeem",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Nazir, Iqra",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Pallister, Kent",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Pate, Shirley",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Sheen, Linda",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Sherret, Laurel",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Sherstan, Peter",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Tran, Judy",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Wilkin, Georgeann",Oct 02 2024,Oct 01 2027,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Rolfe, David",Mar 19 2025,Mar 18 2028,Order in Council
Tribunal Roster of Public Members under the Health Professions Act,Public Member,"Matusko, Patricia",Mar 19 2025,Mar 18 2028,Order in Council
University of Alberta Board of Governors,Chair,"Ferguson, Brad",Apr 23 2026,Apr 22 2029,Order in Council
University of Alberta Board of Governors,Graduate Student Member Rep,"Iqbal, Saad",May 01 2026,Apr 30 2027,Ministerial Order
University of Alberta Board of Governors,Member,"Bhambhani, Zarina",Jul 08 2023,Jul 07 2026,Order in Council
University of Alberta Board of Governors,Member,"Vemana, Venkata",Mar 27 2024,Mar 26 2027,Order in Council
University of Alberta Board of Governors,Member,"Bricker, Ross",Jun 06 2024,Jun 05 2027,Order in Council
University of Alberta Board of Governors,Member,"MacKinnon, Janice",Mar 14 2023,Mar 13 2026,Order in Council
University of Alberta Board of Governors,Member,"Policicchio, Sett",Sep 28 2023,Sep 27 2026,Order in Council
University of Alberta Board of Governors,Member,"Whittaker, Paul",Mar 14 2023,Mar 13 2026,Order in Council
University of Alberta Board of Governors,Member,"Zenari, Lillian",Jul 08 2023,Jul 07 2026,Order in Council
University of Alberta Board of Governors,Member,"Durstling, Darren",Jun 06 2024,Jun 05 2027,Order in Council
University of Alberta Board of Governors,Member,"Hastman, Ryan",Jun 06 2024,Jun 05 2027,Order in Council
University of Alberta Board of Governors,Member,"Safranovich, Miles",Jun 06 2024,Jun 05 2027,Order in Council
University of Alberta Board of Governors,Member,"Seidel, Rob",Jun 06 2024,Jun 05 2027,Order in Council
University of Alberta Board of Governors,Member,"Wheatley, Diane",Jun 06 2024,Jun 05 2027,Order in Council
University of Alberta Board of Governors,Alumni Member,"Wong, Jason",Jul 01 2025,Jun 30 2028,Ministerial Order
University of Alberta Board of Governors,Alumni Member,"Westerlund, Christine",Jul 01 2025,Jun 30 2028,Ministerial Order
University of Alberta Board of Governors,Academic Staff Member Rep,"Vethanayagam, Dilini",Jul 13 2023,Jul 12 2026,Ministerial Order
University of Alberta Board of Governors,Academic Staff Member Rep,"Kane, Kevin",Oct 23 2024,Oct 22 2027,Ministerial Order
University of Alberta Board of Governors,Non-Academic Staff Member Rep,"Sachdeva, Ishaan",Dec 01 2025,Nov 30 2028,Ministerial Order
University of Alberta Board of Governors,Senate Member,"Kadima, Ange",Jul 15 2024,Jun 30 2027,Ministerial Order
University of Alberta Board of Governors,Student Member Rep,"Khan, Amaan",May 01 2026,Apr 30 2027,Ministerial Order
University of Alberta Board of Governors,Student Member Rep,"Sesek, Joseph",May 01 2026,Apr 30 2027,Ministerial Order
University of Alberta Board of Governors,Graduate Student Member Rep,"Kumar, Aashish",May 08 2025,May 01 2026,Ministerial Order
University of Alberta Senate,Public Member,"Maingi, Lina",Jul 15 2024,Jul 14 2027,Ministerial Order
University of Alberta Senate,Public Member,"Dhaliwal-Bassi, Kim Jot (Karen)",Jul 15 2024,Jul 14 2027,Ministerial Order
University of Alberta Senate,Public Member,"Stanislus, Mary Jaya",Jul 15 2024,Jul 14 2027,Ministerial Order
University of Alberta Senate,Public Member,"Stachniak, Josh",Jul 15 2024,Jul 14 2027,Ministerial Order
University of Alberta Senate,Public Member,"Stringer, Jonathan",Jul 15 2024,Jul 14 2027,Ministerial Order
University of Alberta Senate,Public Member,"Pavlenko, Svetlana",Jul 15 2024,Jul 14 2027,Ministerial Order
University of Calgary Board of Governors,Chair,"Sembo, William",May 14 2026,May 13 2029,Order in Council
University of Calgary Board of Governors,Public Member,"Adams, Daniel B.",Nov 07 2024,Nov 06 2027,Order in Council
University of Calgary Board of Governors,Public Member,"Major, Steven L.",Nov 07 2024,Nov 06 2027,Order in Council
University of Calgary Board of Governors,Public Member,"Kiefer, Eva",Feb 28 2024,Feb 27 2027,Order in Council
University of Calgary Board of Governors,Public Member,"Joy, Barbara",Jun 20 2024,Jun 19 2027,Order in Council
University of Calgary Board of Governors,Public Member,"Sood, Arun",Feb 28 2024,Feb 27 2027,Order in Council
University of Calgary Board of Governors,Public Member,"Dhanani, Aleem",Dec 17 2025,Dec 16 2028,Order in Council
University of Calgary Board of Governors,Public Member,"Copping, Jason",Dec 03 2025,Dec 02 2028,Order in Council
University of Calgary Board of Governors,Public Member,"Davison, Jeff",Mar 18 2026,Mar 17 2029,Order in Council
University of Calgary Board of Governors,Public Member,"Blackwell, Mark",Mar 18 2026,Mar 17 2029,Order in Council
University of Calgary Board of Governors,Public Member,"Li, Candice",Dec 17 2025,Dec 16 2028,Order in Council
University of Calgary Board of Governors,Public Member,"Dutt, Karan",Jun 06 2024,Jun 05 2027,Order in Council
University of Calgary Board of Governors,Public Member,"Zonneveld, Paul",Dec 17 2025,Dec 16 2028,Order in Council
University of Calgary Board of Governors,Public Member,"Ganzlin, Karen",Mar 22 2023,Mar 21 2026,Order in Council
University of Calgary Board of Governors,Public Member,"Price, David",May 14 2026,May 13 2029,Order in Council
University of Calgary Board of Governors,Academic Staff Member Rep,"Alexander, Shelley",Aug 01 2024,Jul 31 2027,Ministerial Order
University of Calgary Board of Governors,Academic Staff Member Rep,"Beaty, Bart",Jul 29 2025,Jul 28 2028,Ministerial Order
University of Calgary Board of Governors,Non-Academic Staff Member Rep,"Rai, Cristina",Oct 14 2023,Oct 13 2026,Ministerial Order
University of Calgary Board of Governors,Alumni Member,"O'Yeung, William",Sep 12 2025,Sep 11 2028,Ministerial Order
University of Calgary Board of Governors,Alumni Member,"Neiles, Byron",Sep 12 2025,Sep 11 2028,Ministerial Order
University of Calgary Board of Governors,Senate Member Rep,"Monea, Duane",Sep 26 2024,Jun 30 2027,Ministerial Order
University of Calgary Board of Governors,Student Member Rep,"Shah, Aitzaz",May 01 2026,Apr 30 2027,Ministerial Order
University of Calgary Board of Governors,Student Member Rep,"Dziegielewska, Gabriela",May 01 2026,Apr 30 2027,Ministerial Order
University of Calgary Board of Governors,Graduate Student Member Rep,"Royez, Nabil",Jul 29 2025,Jun 12 2026,Ministerial Order
University of Calgary Senate,Public Member,"Singh Pannu, Amanjot",Jul 01 2024,Jun 30 2027,Ministerial Order
University of Calgary Senate,Public Member,"Baker, Richard",Nov 22 2023,Nov 21 2026,Ministerial Order
University of Calgary Senate,Public Member,"Sidhu, Harpinder",Oct 01 2024,Sep 30 2027,Ministerial Order
University of Calgary Senate,Public Member,"Rakka, Ali",Jan 15 2024,Jan 14 2027,Ministerial Order
University of Calgary Senate,Public Member,"Charanek, Ali",Apr 08 2024,Apr 07 2027,Ministerial Order
University of Calgary Senate,Public Member,"Monea, Duane",Jul 01 2024,Jun 30 2027,Ministerial Order
University of Calgary Senate,Public Member,"Han, May",Apr 08 2024,Apr 07 2027,Ministerial Order
University of Calgary Senate,Public Member,"Lodha, Nidhi",Apr 08 2024,Apr 07 2027,Ministerial Order
University of Calgary Senate,Public Member,"Tang, Nathan",Oct 01 2024,Sep 30 2027,Ministerial Order
University of Lethbridge Board of Governors,Chair,"Reid, Karen",Oct 22 2025,Oct 21 2028,Order in Council
University of Lethbridge Board of Governors,Public Member,"Davis, Sherry",Oct 08 2025,Oct 07 2028,Order in Council
University of Lethbridge Board of Governors,Public Member,"Westwood, David",Jun 20 2024,Jun 19 2027,Order in Council
University of Lethbridge Board of Governors,Public Member,"Zielke, Sayeh",Jun 20 2024,Jun 19 2027,Order in Council
University of Lethbridge Board of Governors,Public Member,"Gonci, Darcy",Jan 24 2024,Jan 23 2027,Order in Council
University of Lethbridge Board of Governors,Public Member,"Burton, Bev",Dec 17 2025,Dec 16 2028,Order in Council
University of Lethbridge Board of Governors,Public Member,"Kawchuk, Michael",Sep 18 2024,Sep 17 2027,Order in Council
University of Lethbridge Board of Governors,Public Member,"Mercader, Adriana",Sep 18 2024,Sep 27 2027,Order in Council
University of Lethbridge Board of Governors,Public Member,"Van Mulligen, Nikki",Dec 17 2025,Dec 16 2028,Order in Council
University of Lethbridge Board of Governors,Public Member,"Chapman, William",Jan 24 2024,Jan 23 2027,Order in Council
University of Lethbridge Board of Governors,Academic Staff Member Rep,"Cummins, Brendan",Jul 29 2025,Jul 28 2028,Ministerial Order
University of Lethbridge Board of Governors,Academic Staff Member Rep,"Dymond, Anne",Dec 10 2025,Jun 30 2027,Ministerial Order
University of Lethbridge Board of Governors,Non-Academic Staff Member Rep,"Lockett, Monica",Jan 24 2024,Jan 23 2027,Ministerial Order
University of Lethbridge Board of Governors,Alumni Member,"Crane, Cyndi",Aug 01 2024,Jul 31 2026,Ministerial Order
University of Lethbridge Board of Governors,Alumni Member,"Kuzyk, Chad",May 07 2026,May 06 2029,Ministerial Order
University of Lethbridge Board of Governors,Senate Member,"Boulet, Toby",Jul 29 2025,Jul 28 2027,Ministerial Order
University of Lethbridge Board of Governors,Student Member Rep,"Figueroa, Alejandro",May 07 2026,Apr 30 2027,Ministerial Order
University of Lethbridge Board of Governors,Student Member Rep,"Legg, Orion",May 07 2026,Apr 30 2027,Ministerial Order
University of Lethbridge Board of Governors,Graduate Student Member Rep,"Oldfield, Jade",May 07 2026,Apr 30 2027,Ministerial Order
University of Lethbridge Board of Governors,Public Member,"Fox, Terri-Lynn",Jan 24 2024,Jan 23 2027,Order in Council
University of Lethbridge Senate,Public Member,"DeGagne, Ronald",Jul 09 2025,Jul 08 2028,Ministerial Order
University of Lethbridge Senate,Public Member,"Dempsey, James",Jul 09 2025,Jul 08 2028,Ministerial Order
University of Lethbridge Senate,Public Member,"Doria, Rufa",Jul 09 2025,Jul 08 2028,Ministerial Order
University of Lethbridge Senate,Public Member,"Galts, Bruce",Jul 09 2025,Jul 08 2028,Ministerial Order
University of Lethbridge Senate,Public Member,"Kolk, Leighton",Jul 09 2025,Jul 08 2028,Ministerial Order
University of Lethbridge Senate,Public Member,"Mintz, Sandra",Jul 09 2025,Jul 08 2028,Ministerial Order
University of Lethbridge Senate,Public Member,"Patel, Upen",Jul 09 2025,Jul 08 2028,Ministerial Order
University of Lethbridge Senate,Public Member,"Rempel, Tim",Jul 09 2025,Jul 08 2028,Ministerial Order
Victims of Crime and Public Safety Programs Committee,Chair & Member,"Cusanelli, Christine",Jan 28 2026,Jan 27 2028,Ministerial Order
Victims of Crime and Public Safety Programs Committee,Member,"Quest, David",Jun 06 2024,Jun 05 2026,Ministerial Order
Victims of Crime and Public Safety Programs Committee,Member,"Hawrelak, Chelsea",Jun 19 2024,Jun 18 2026,Ministerial Order
Victims of Crime and Public Safety Programs Committee,Member,"Yanko, Mike",Aug 29 2024,Aug 28 2026,Ministerial Order
Victims of Crime and Public Safety Programs Committee,GOA Rep,"Smith, Shelley",Jun 19 2024,Jun 18 2026,Ministerial Order
Water and Wastewater Operator Certification Advisory Committee,EPA Program Rep,"Donovan, Christine",Nov 10 2023,,Letter
Water and Wastewater Operator Certification Advisory Committee,EPA Regional Rep,"Moore, Chad",Mar 01 2022,,Letter
